	id	sentence	sentiment
53	b8c9d0752ef8a281fc50a7d63	 Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking .	1
54	r00520628	the very best that a satire can hope to achieve .	4
55	ff09a3afbf96346bb8bb60fba	 I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .	3
56	34091450528801e20f76a3852	 Just another disjointed , fairly predictable psychological thriller .	0
57	r00533373	"the following plea is for chloe grace moretz: ""please find a new agent!"""	1
58	r00126071	the script by john requa and glenn ficarra has many funny moments .	3
59	6067edeab74a4c4c9005809aa	 We want the funk - and this movie 's got it .	3
60	340838adfe91e4999f6ba11a2	 This is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .	0
61	r00028290	. . .there 's absolutely no denying the effectiveness of thomsen 's heartbreaking performance . . .	2
62	r00378437	"the premise that creatures from outer space ""engineered"" human life on earth is loaded with cautionary baggage . for one thing , it screams fiction and fantasy in a context that strives for the appearance of realism ."	3
63	r00290106	when you see this pop up on netflix in a few months , there are many worse ways to kill an evening .	3
64	739a725df6f6e28a3372da679	 Two tedious acts light on great scares and a good surprise ending .	3
65	r00517594	it 's so terrible that there might actually be more tension in the numbing first act of monotonous chores than there is in anything that follows .	0
66	3edf0e217fd741bb52eef20b8	 In the era of The Sopranos , it feels painfully redundant and inauthentic .	1
67	c6c48c1774df724302a0d717b	 No , I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .	1
68	r00550688	it 's gritty , violent and slightly realistically inspired by the actual westies gang whose husband-and-wife contract killers were in cahoots with the mafia .	3
69	r00005524	plot twists and supporting characters all play second fiddle to her portrayal of a woman who 's as fascinating as she is morally bankrupt .	3
70	r00401910	unlike the novel , which you can set aside and take a break , with the film version of revolutionary road , you 're in for the duration , and it 's ultimately too much to take .	2
71	r00334659	in a 12 month period , [warner brothers will] have distributed 3 movies with either the word 'dog ' in the title or primarily about canines , more than all other distributors combined .	1
72	r00590546	rarely has a movie had less of a soul and less interesting characters .	0
73	53bad1e523594e0daf537491e	 an original and highly cerebral examination of the psychopathic mind	3
74	fef03bc31df73a17aa6f774b3	 A moving essay about the specter of death , especially suicide .	3
75	r00267723	renée zellweger returns to the screen ablaze , singing as if her life depends on it .	3
76	r00482765	stake land is the movie the road should have been .	4
77	r00527027	the dark knight rises is a big , bold and occasionally brilliant piece of blockbuster filmmaking .	3
78	f8345f5dd15f01d747c53441f	 It 's just that it 's so not-at-all-good .	1
79	r00601708	even if you vaguely remember the outcome of this absurd episode , there are enough surprises and revelations to keep you on the edge of your seat .	3
80	r00126623	in place of punk 's howling rage , you get gross-out jokes that include at least a half-dozen close-ups of the poop from kristal 's bowel-challenged dog .	1
81	r00607851	it 's funny , thrilling , deadly serious and achieves genuine depth .	4
82	r00102895	it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .	0
83	r00113749	what audiences found so endearing about this movie escapes me .	2
84	r00549690	endlessly fascinating and compulsively watchable	3
85	r00095659	makes one long for the sophisticated wit of deuce bigalow: european gigolo , which should tell you most of what you need to know .	0
86	r00403844	there 's no denying that much of this is spectacular .	3
87	r00633260	several bravura suspense sequences - can 't help but recall slasher convention .	3
88	r00158115	the minions are back and better than ever .	4
89	a10d35b22b106ba9e7a078b0d	 Washington overcomes the script 's flaws and envelops the audience in his character 's anguish , anger and frustration .	3
90	r00528510	no doubt the awards hype around the film will get people into cinemas but it doesn 't warrant the attention considering payne 's previous work and clooney has put in much better performances .	2
91	d54f6ae1f745747c37b35a635	 But it was n't .	1
92	aa2bd6321f1edc0d116c308fd	 There is only so much baked cardboard I need to chew .	1
93	r00429034	could michael cera be getting more vaporous with each repeat of his epicene screen persona ?	2
94	e4251616354c27287ca9f63b8	 Heartwarming and gently comic even as the film breaks your heart .	3
95	880849e67677ca7428a5a9ed0	 ou 've got to love a Disney pic with as little cleavage as this one has , and a heroine as feisty and principled as Jane .	3
96	r00439378	diaz and segel manage to coax a few laughs out of a thin premise but there 's nothing they can do with director jake kasdan 's lame and surprisingly tame slapstick .	2
97	595897466453ff6d473c878cc	 Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .	2
98	6fb1a1e77f252fbef5812267c	 ... a series of tales told with the intricate preciseness of the best short story writing .	4
99	73dd78159bf13964654986b3f	 classic cinema served up with heart and humor	4
100	r00067945	alvin and the chipmunks: the road chip is terrible for adults , and exposing your kids to this money-grab will not make them any smarter .	1
101	f7772ccaf3f93e41f032e7390	 A movie just for Friday fans , critics be damned .	3
102	cc86ae1465fc72580f198199f	 The first question to ask about Bad Company is why Anthony Hopkins is in it .	1
103	r00353756	"often plays like a mortifying companion to the nixon-period sitcom ""the wonder years ."""	3
104	r00038651	the movie is content to simply mimic the old stooges , bringing nothing new to the table .	2
105	r00274769	every moment is surrounded by so much busy nonsense that virtually every plot detail is obscured .	0
106	r00416974	it 's a sure bet .	4
107	b8fa62d6a4e988ae3260ed6bd	 ... the plot weaves us into a complex web .	3
108	r00159978	the one aspect of preteen life that the film gets spot-on is the intense bonds of friendship right before the hormones kick in .	3
109	r00335061	my left foot is a great film for many reasons , but the most important is that it gives us such a complete picture of this man 's life .	4
110	r00623157	even on a hot night , audiences might find themselves shivering at this movie .	4
111	r00008808	there 's a one-in-a-billion story to lottery ticket: those are the approximate odds against a script this bad making it out of the introductory seminar at film school .	0
112	4b90666f9bd48038bb3682035	 Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .	4
113	9a03007705ac97d266ef5ff0c	 The next big thing 's not-so-big -LRB- and not-so-hot -RRB- directorial debut .	2
114	r00548567	surely only a filmmaker with plenty of life behind him - and plenty of such stories - could make a film so entertaining and yet so solemn and sad .	4
115	51d3302603f781c80e4a8c778	 Fred Schepisi 's tale of four Englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .	3
116	r00053270	by splitting up the story , montiel does not spend enough time on either one . both versions of dito remain too much of a mystery .	2
117	1b25fc2d1e1466df7744ddb9e	 The best animated feature to hit theaters since Beauty and the Beast 11 years ago .	4
118	r00022917	ultimately offers little satisfaction outside of the strong performances .	2
119	r00617464	this movie is a waste of talent , effort and most of all time , and why anyone with half a brain would willingly choose to subject themselves to viewing it is light years beyond me .	0
120	6a8f691454f0b2130cd73280c	 Skip the film and buy the Philip Glass soundtrack CD .	0
121	eea47061b74d9f3886148b522	 Throws in enough clever and unexpected twists to make the formula feel fresh .	4
122	r00629998	an imaginative movie about the magic of the beatles ' music .	4
123	r00339785	revelatory of our collective ignorance and fear of 'otherness , ' new york minute is as dishonest about sex as it is about race .	0
124	r00033283	the sort of epic folly that can only come from a serious filmmaker .	1
125	r00322598	what makes it a good movie . . . is bullock herself in a strong role that appeals to the feminist in me .	3
126	r00503320	morgan spurlock has crafted the ultimate contemporary horror story .	4
127	b6f637fe1503151cc5c657a51	 The movie ultimately relies a bit too heavily on grandstanding , emotional , Rocky-like moments ... but it 's such a warm and charming package that you 'll feel too happy to argue much .	2
128	r00541432	both the farrellys and stiller seem to have run their course; the film is flabby and the jokes are tired , and all that 's left is easy potshots at the usual targets .	0
129	r00107705	bolt has the magical quality of great animation , the ability to touch us without the hint of preachiness or manipulation .	4
130	r00475486	talk about a movie that seemed dated before it even hit the theaters!	0
131	2d242690af6fb4b717e3b0a4a	 It 's funny , touching , dramatically forceful , and beautifully shot .	4
132	9707c35ef0aa2d381181bcab4	 Belongs in the too-hot-for-TV direct-to-video\/DVD category , and this is why I have given it a one-star rating .	1
133	r00233449	at heart , hh is just a pretty good tv pilot souped up with big stars .	3
134	r00608011	an ugly , revolting movie .	0
135	83466b547290de711480b18d2	 It 's got some pretentious eye-rolling moments and it did n't entirely grab me , but there 's stuff here to like .	2
136	e2a731eef850f2bb09018c07f	 While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .	3
137	5e25f1f4bf13d2eb07d58196b	 Pretty good little movie .	3
138	r00018972	"volcano is an absolutely standard , assembly-line undertaking; no wonder one of the extras is reading a paperback titled ""screenwriting made easy ."""	2
139	6252b5d5f4772b5b09e15bb2f	 A suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .	3
140	f3f450bfe5f414e2321beaac5	 Painfully padded .	1
141	905d7b4a310a6b6dd5707e33e	 Precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family .	3
142	r00368361	goes from comedy to horror to suspense . the visual story telling is tricky and the writing is even more so .	3
143	03398452e4de004e1cd602bdf	 To better understand why this did n't connect with me would require another viewing , and I wo n't be sitting through this one again ... that in itself is commentary enough .	0
144	r00617508	instead of being booked into theaters , 'when in rome ' would be a better fit for one of the eternal city 's apocryphal vomitoriums .	0
145	r00282895	if his last days were really this banal , it 's no wonder he killed himself .	0
146	r00175756	the first half of emelie is gripping , tense , and filled with unforgettable scenes and fantastic acting across the board . everything after the twist is the polar opposite , and also highlights unforgivable flaws	2
147	r00319867	one of the year 's most compelling films to date .	4
148	r00252197	satire and sanctimony -- tarantino rules .	4
149	87d0f645f64ed7314d6a491ee	 Some of the most inventive silliness you are likely to witness in a movie theatre for some time .	3
150	r00281493	one of the worst films i 've ever seen .	0
151	95003c022b18e446d5083b7f5	 Too bad Maggio could n't come up with a better script .	1
152	2bb1366b640bfd36c21b68d47	 The script covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .	1
153	r00572753	revels in human ugliness .	1
154	r00624122	all the cute scenes and montages , leading inexorably to redemption and reconciliation , could have been generated by screenwriting software .	1
155	r00375210	among carpenter 's worst and that 's saying something .	0
156	r00497385	"a class-five pity party so unbearably condescending and unconvincing that it might just make you run out and buy an ""i 'm with mitt"" t-shirt , it makes an inadvertent but hugely compelling pro-bullying argument ."	0
157	r00190178	this isn 't a franchise , it 's an arcade game .	0
158	r00578771	too quickly the random fights pile up -- so many yakuza thugs who forgot to wear chain mail that morning -- and you yearn for the film that might have been .	2
159	38ea48e04b4b134e84d6c680e	 Haneke 's script -LRB- from Elfriede Jelinek 's novel -RRB- is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending .	0
160	r00292275	. . .historically laughable , it 's so boring it makes one yearn to watch grass grow .	0
161	r00591858	a film of small gestures closely observed , it 's surprisingly unsentimental , despite its heart-tugging qualities .	3
162	r00016315	an exciting , visually stunning , and satisfying epic adventure that is well worth the full price of admission .	4
163	r00222999	happy death day is disposable cinema at its best .	3
164	cba45c4437cf556e40704f1cb	 Or both .	2
165	1794b75c867e55c1a145b95e7	 We 're left with a story that tries to grab us , only to keep letting go at all the wrong moments .	1
166	7e71606500db82324eca10805	 Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .	3
167	ddce9d6a46f58916d6e73b0e0	 There are problems with this film that even 3 Oscar winners ca n't overcome , but it 's a nice girl-buddy movie once it gets rock-n-rolling .	2
168	2d100025c04e5e0095812d356	 Everyone 's to blame here .	1
169	r00102567	[hemsworth] spends much of the film tapping away on keyboards , frequently looking down at his hands - no , really , the expert computer hacker looks at his hands to type .	1
170	9892e32e6a173ed752ede2ab0	 Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .	4
171	r00411873	an airy , nostalgic celebration of roller disco .	2
172	6f72a86a05d1ff4a88998151d	 This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast .	1
173	r00444508	masterfully crafted by guy ritchie , this refreshing take on sir arthur conan doyle 's sleuth is a great vehicle for downey to create another distinctively eccentric character .	4
174	bdb1436e592aecf229380172b	 Every joke is repeated at least -- annoying , is n't it ?	1
175	62063471c25ce40f252040b5b	 Bond-inspired ?	2
176	r00469128	a transparently minimal effort in which many jokes and pivotal plot points are grossly inappropriate for children .	0
177	a376360add57c9d8577f0edbb	 Rarely have I seen a film so willing to champion the fallibility of the human heart .	4
178	4d5efb63c9e13dab8c51e94d8	 The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .	1
179	f46a0c4ff01fb44d41d823d57	 There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .	0
180	r00053994	the film captivates with its inspired triumphs , sweet romance and utterly heartbreaking tragedy .	3
181	r00120555	call me kuchu , a documentary about homophobia in uganda , lifts a rock in that country and discovers the insect life ruling it .	3
182	a427f4f808d4c270fe02b8128	 Stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .	1
183	74307c89580534e94d37ed452	 By the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .	2
184	1110911d7fb6ad181332470de	 The biggest problem with Roger Avary 's uproar against the MPAA is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .	0
185	r00609107	it twists , turns , and avoids unpleasant aspects of the disney company , both immediate and historical .	0
186	r00370425	while it might make a charming book-on-tape for the oprah crowd , this 'love loves to love love ' hokum masquerades as a real movie .	1
187	r00412076	it 's rare to see a movie fail in every possible area . . .	0
188	3e7fc629877c43838371988b9	 Much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .	3
189	b3b9eacc1b22201f10295e014	 Their work is fantastic .	4
190	e08d6439e874d9da14dccf39d	 Opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .	2
191	6accc445fdc7e9ff4c4ca1cdf	 This is a remake by the numbers , linking a halfwit plot to a series of standup routines in which Wilson and Murphy show how funny they could have been in a more ambitious movie .	1
192	r00027996	"you could say that pg-13-rated horror movies are , well , ""cursed ."""	1
193	1aa7ffba41fc31d9f572a961b	 It 's super - violent , super-serious and super-stupid .	0
194	r00009760	adrien brody is trying to use the gravelliest , froggiest voice possible to sound tougher than he looks . then he takes off his shirt and proves he is no arnold (he 's no taylor lautner , either) .	1
195	r00085237	[a] stale , schmaltzy and testosterone-drenched comedy .	1
196	r00530861	nadine is by turns endearing and infuriating , and while edge of seventeen ends a little too neatly , it 's a lovely comedy that really captures the wild unpredictability and melodrama of the teenage state .	3
197	r00139085	i hope that one day a filmmaker does right by the victims of colonia dignidad because colonia is exploitative garbage .	0
198	ad90bfe34ae11e2bc866c49c6	 The only entertainment you 'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them .	0
199	r00422369	so horrible i didn 't even like it when i was a member of its target audience .	0
200	r00337951	a low-watt , low-wit comedy .	1
201	eaad94d4a2dfe1c96bc5489cc	 Nicole Holofcener 's Lovely and Amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .	4
202	6145ca9605978b76b99bedb7b	 The truth about Charlie is that it 's a brazenly misguided project .	1
203	e9df5d1b557c98c21753129f6	 But it does have one saving grace .	3
204	r00180989	rush shapes carver 's fable -- a quick and resonant read -- into a flimsy hour-and-a-half tale of rebirth rather than a piercing character study .	2
205	r00386262	it 's parenthood through rose-colored glasses .	2
206	r00587054	with plenty of eye-roll worthy dialogue , vikander sifts her way through some surprisingly lackluster motions	1
207	r00606160	adam mckay blends farce with facts for the biting comedy that delivers cinema 's greatest villain since darth vader . christian bale and amy adams are terrific .	4
208	fedf75de2c5c18ce2bcee1fd7	 How much you are moved by the emotional tumult of -LRB- François and Michèle 's -RRB- relationship depends a lot on how interesting and likable you find them .	2
209	e75ec718350e0fdebdaa07b40	 Perhaps the most annoying thing about Who Is Cletis Tout ?	2
210	c803551b23cdb9deadebe9fdb	 With its paint fights , motorized scooter chases and dewy-eyed sentiment , it 's a pretty listless collection of kid-movie clichés .	1
211	r00539392	cumberbatch . . . does not let us down .	3
212	r00240032	"""hugo"" is a miracle of storytelling and technology ."	4
213	r00126080	a surprisingly witty and sophisticated spy movie spoof that will tickle adult pet lovers and still capture kids 6 and older with its boy-and- his-dog love story and pet slapstick .	3
214	450ab5bf10cf36e96f680cb4a	 After you laugh once -LRB- maybe twice -RRB- , you will have completely forgotten the movie by the time you get back to your car in the parking lot .	0
215	r00130599	it 's as much a treat for adults as for children , with humor that spans all age ranges and careens from sophisticated to just plain silly .	4
216	r00255812	owen is a good actor stuck in a subpar creepfest that makes no good use of his gravitas and talents .	0
217	r00251907	hopefully , inferno marks the end of the robert langdon movies . they fail as adaptations , they fail as thrillers , they fail as a showcase for tom hanks ' talent .	0
218	r00162089	the voice-over almost manages to turn the majestic into the mundane . almost .	3
219	r00549071	mr kipling would be exceedingly pleased .	3
220	1ef9348bf59c8ed1176de742c	 The production has been made with an enormous amount of affection , so we believe these characters love each other .	4
221	r00414363	probably the best stage to screen adaptation i 've ever seen . essential .	4
222	r00470358	because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags .	0
223	c0c9019e188fdc69dcd88e54a	 Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and I do n't think that A.C. will help this movie one bit .	0
224	r00085193	not good .	1
225	r00085142	i 'm ready to forget i ever saw it .	0
226	8ed115e773f8155eb0c60066a	 Though Tom Shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance .	1
227	768c95ecc5aa2ecf7333ea810	 An incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .	3
228	0e5611e2d3bd5b12564eba365	 Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .	1
229	5154588762b165994f603cdbd	 Together , Miller , Kuras and the actresses make Personal Velocity into an intricate , intimate and intelligent journey .	3
230	r00629473	this lame biblical/caveman jokefest fails to elict many laughs .	1
231	r00282501	more depressing than unfunny .	0
232	r00016008	jfk is one powerful movie , even if you don 't believe a word of it in the end .	4
233	23223f70093442f71e38e3e23	 It follows the basic plot trajectory of nearly every Schwarzenegger film : Someone crosses Arnie .	2
234	r00417050	a glossy look and a stable of a-list stars elevate this prosaic john grisham story from movie melodrama to smart mystery thriller .	4
235	d2910a741c19f86c2662c0475	 Aggravating and tedious .	0
236	r00401297	i can only assume that disney buried peter pan in stephen king 's pet sematary , because resurrected in the misbegotten return to never land is one sour fairy king .	1
237	r00028391	a masterful morality tale with a lot of guts .	4
238	r00297708	åkerlund is able to helm pure horror , deadpan comedy and the sweaty , oppressive feel of a metal gig with equal aplomb .	3
239	r00247126	""" . . .gleeful self-distraction in the face of impending doom ."""	3
240	r00544893	the hunt is a terrifying film , anchored by mikkelsen 's poignantly poised turn and saturated with uncomfortable truths about society , childhood and our susceptibility to mass hysteria .	4
241	r00509732	despite imaginative sets and bursts of action -- the prison scenes are particularly vividly staged -- this is a fitfully boring film with perished elastic in its would-be whiplash dialogue .	2
242	c1acf643486a2c5bd0eff1c2f	 While maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among Wiseman 's warmest .	4
243	6d02e000cccdac26997343de4	 Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .	2
244	d551ed719bff96423da755fa5	 Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness , Fierce Grace reassures us that he will once again be an honest and loving one .	3
245	b0b600fe503acc13cdae6716a	 Your 20th outing shows off a lot of stamina and vitality , and get this , Madonna 's cameo does n't suck !	3
246	r00091574	"what really grates about this movie , apart from the atrocious script , direction and acting , is the premise that ""unusual"" is synonymous with ""ugly ."""	2
247	r00240696	it 's a comedy that grows beyond any apatovian expectations and expertly avoids being an ode to 'gay panic ' a 'la i now pronounce you chuck and larry .	4
248	r00010916	on the screen , it seems to be like a walking corpse itself: jerking around malevolently , with putrefying limbs , a fixed , grisly smile on its face and absolutely no spontaneity .	1
249	r00526860	the dark knight is ahead of the curve , dense and demanding , an art film on a grand scale . it won 't make you smile , but it will make you ponder this mesmerizing experience .	4
250	ba4b43e58c374d3bd12ce4bb7	 These people are really going to love The Piano Teacher .	4
251	r00144942	[a] good-natured and spectacular comedy . . .	3
252	r00288593	a bloodsucker story that 's rich with originality and feeling , this swedish import is a terrific love story and vampire tome that not only rewards the genre 's fans but rekindles interest in its virtually exhausted foundations .	3
253	r00598215	"combines the gritty reality of ""hoop dreams"" and the heart of ""friday night lights ,"" along with a dash of ""the blind side ."""	3
254	r00457727	sky captain is so breathlessly paced , so consistently entertaining and so visually dazzling that nitpicking at its inspirations is near impossible to do while you 're enjoying the ride .	4
255	r00312279	only a human vegetable could have possibly viewed the final cut and not have had any vocal concerns about the submerged level of quality on display .	0
256	r00238073	this isn 't boring , but is as predictable as can be .	1
257	r00320532	its closest relative is the full monty - not surprising considering cattaneo directed both - but this is better than its ancestor .	3
258	00a092774b614907bd51a1460	 And that is where Ararat went astray .	1
259	r00034844	twisty substantial thriller , faithfully adapted from a standout bbc mini-series . it 's not as exceptional as its source but the changes implemented mostly enhance rather than harm the story .	3
260	r00628367	singer 's direction is capable , with generally fulfilling use of 3-d technology and a thankfully dry sense of humour .	2
261	r00144495	a hopelessly conventional horror b-movie built on hurricanes , cardboard characters , and computer-generated alligators . [full review in spanish]	1
262	r00168987	a film that in spite of its shiny veneer actually hits all the high notes through its underlying rawness .	3
263	r00171100	christopher nolan remains an abstract artist at core , and the tricky structure of his spectacular dunkirk is not far removed from the games played in his science-fiction blockbusters inception and interstellar .	3
264	2be636c9641c76924a98a596b	 A good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .	1
265	r00461385	is it a great movie ? for me , it falls well short . but i don 't see how anyone could deny that slumdog millionaire is terrific , exhilarating , inspirational entertainment .	3
266	c311b6f33df85f99926b19af8	 The film has a childlike quality about it .	2
267	r00014417	the best of the bunch	4
268	r00181354	the movie milks its desolate setting for maximum impact: nathan 's secluded house-cum-laboratory is cannily employed as its own self-contained petri dish , with existential quandaries being analyzed under garland 's morally tuned microscope .	4
269	e9dab9efe3f2bd5eef4a1f533	 It 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .	4
270	b2a062ced6aa1af97dda58e50	 Poetry in motion captured on film .	4
271	r00190295	the plot itself is convoluted sci-fi fare , taking in elements of botany , biology and philosophy , but it makes more sense than pearl harbor and the cast seems a lot more human .	2
272	r00393725	it feeds the warrior fantasies of adolescent boys with a testosterone-heavy tale of a war free of moral complications .	0
273	r00332940	while you 're intrigued and at times a little perplexed by the plot you 're never hooked .	2
274	ae7a98a282cb999c2c13d2df3	 Proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .	1
